pH,Turbidity,Chlorine,Dissolved Oxygen,Temperature,Potability
7.01,3.39,0.62,18.41,50,FALSE
6.55,4.72,0.94,7.34,0,TRUE
8.39,2.04,0.73,6.59,0,TRUE
7.72,4.89,0.99,7.43,0,TRUE
7.96,1.29,0.52,7.96,0,TRUE
6.51,2.79,0.87,7.71,0,TRUE
7.09,2.55,0.77,7.13,50,TRUE
8.05,2.77,0.76,7.23,25,TRUE
8.37,3.75,0.9,7.22,50,TRUE
7.92,1.86,0.56,7.16,0,TRUE
6.56,1.52,0.91,6.75,25,TRUE
7.07,3.13,0.55,6.68,0,TRUE
8.09,3.2,0.84,7.97,0,TRUE
6.66,3.6,11.86,7.94,25,FALSE
7.15,3.75,0.92,7.42,50,TRUE
7.64,4.59,0.99,7.84,50,TRUE
8.4,4.92,0.94,7.75,0,TRUE
7.91,4.89,0.94,6.99,25,TRUE
7.28,1.09,0.89,7.16,25,TRUE
7.12,4.48,0.82,7.26,25,TRUE
6.86,4.71,0.85,7.06,25,TRUE
6.55,3.92,0.75,7.75,0,TRUE
7.14,1.16,0.97,7.23,50,TRUE
8.41,2.12,0.89,7.75,0,TRUE
8.24,4.36,0.87,7.9,50,TRUE
7.09,4.94,0.51,7.31,50,TRUE
7.14,3.7,0.94,6.83,50,FALSE
6.87,4.72,0.75,6.8,25,TRUE
7.36,2.23,0.97,6.53,50,TRUE
7.54,1.29,0.63,7.53,50,TRUE
6.82,4.4,0.58,6.94,25,TRUE
6.87,4.04,0.52,7.1,0,TRUE
6.4,3.83,0.62,7.88,25,TRUE
7.12,3.84,0.63,6.72,0,TRUE
6.87,1.38,0.96,7.77,0,TRUE
7.99,3.74,0.84,7.16,0,TRUE
7.46,1.41,0.81,7.36,50,TRUE
7.3,2.04,0.91,7.05,25,TRUE
7.15,4.29,0.99,7.13,50,TRUE
7.1,8.38,0.72,7.3,50,FALSE
7.59,2.2,0.81,6.61,50,TRUE
7.74,4.51,0.71,7.81,50,TRUE
6.89,1.69,0.64,7.2,0,TRUE
7.61,1.71,0.53,7.27,50,TRUE
7.08,4.32,0.53,6.8,50,TRUE
7.11,4.14,0.76,6.76,50,TRUE
6.84,1.27,0.96,7.7,25,TRUE
7.67,1.94,0.68,7.94,0,TRUE
6.73,4.04,0.79,6.79,25,TRUE
8.54,4.44,0.8,7.71,50,TRUE
8.21,3.02,0.75,7.5,0,TRUE
7.39,3.9,0.96,7.62,25,TRUE
6.54,2.24,0.52,19.0,50,FALSE
7.54,3.03,0.62,6.62,0,TRUE
8.45,1.36,0.71,7.51,0,TRUE
8.27,4.64,0.64,6.69,0,TRUE
8.81,1.05,0.99,6.61,50,TRUE
6.7,3.53,0.7,6.68,0,TRUE
6.99,2.92,0.69,6.8,25,TRUE
7.09,4.38,0.64,7.17,50,TRUE
7.2,3.83,0.65,6.85,25,TRUE
8.69,2.28,0.84,6.55,50,TRUE
7.19,4.68,0.95,7.75,25,TRUE
8.52,2.53,0.99,7.63,50,TRUE
6.61,2.19,0.73,7.39,0,TRUE
6.87,3.51,0.89,7.55,50,FALSE
6.52,2.71,0.92,6.93,25,TRUE
8.74,1.0,0.5,6.95,50,TRUE
7.8,2.41,0.72,7.75,25,TRUE
7.95,4.0,0.6,7.47,0,TRUE
7.91,3.54,0.66,7.61,0,TRUE
8.21,2.24,0.94,6.73,50,TRUE
8.03,2.12,0.6,7.47,50,TRUE
7.11,4.48,0.65,6.96,0,TRUE
7.33,1.33,0.56,7.37,50,TRUE
7.26,3.56,0.54,7.29,25,TRUE
7.5,2.35,0.71,7.36,25,TRUE
8.51,4.52,0.62,7.13,50,TRUE
7.78,2.37,0.82,7.97,50,FALSE
6.75,4.67,0.82,7.5,25,TRUE
7.89,2.54,0.7,6.74,50,TRUE
8.96,4.55,0.99,7.34,50,TRUE
8.28,1.58,0.65,6.5,0,TRUE
8.61,4.46,0.51,6.73,50,TRUE
8.41,3.39,0.76,6.63,50,TRUE
7.41,1.18,0.85,6.95,0,TRUE
7.01,4.53,0.77,7.9,50,TRUE
8.2,1.02,0.58,7.72,50,TRUE
7.45,1.85,0.87,7.81,25,TRUE
7.65,2.03,0.94,6.63,50,TRUE
8.61,1.59,0.97,7.41,50,TRUE
7.35,1.31,0.7,7.7,25,FALSE
6.96,2.6,0.69,7.43,25,TRUE
8.46,3.44,0.61,7.97,0,TRUE
7.31,2.96,0.9,6.74,50,TRUE
8.1,3.22,0.99,7.47,0,TRUE
7.2,3.0,0.51,6.75,50,TRUE
7.83,4.51,0.99,6.99,0,TRUE
7.64,2.84,0.53,7.5,0,TRUE
6.74,4.37,0.51,7.66,0,TRUE
6.88,3.82,0.59,7.44,25,TRUE
8.13,3.09,0.84,7.42,50,TRUE
6.37,3.85,0.65,6.56,25,TRUE
7.12,1.89,0.61,7.37,50,TRUE
6.89,4.72,0.84,12.1,0,FALSE
8.17,2.44,0.68,6.82,50,TRUE
7.03,1.29,0.74,7.75,25,TRUE
7.8,4.33,0.69,6.99,50,TRUE
6.62,2.57,0.64,6.72,0,TRUE
7.0,1.82,0.86,7.01,0,TRUE
6.55,3.89,0.97,7.28,25,TRUE
6.12,1.5,0.87,7.25,25,TRUE
7.48,4.87,0.58,7.64,25,TRUE
8.01,1.38,0.89,7.96,25,TRUE
6.94,2.93,0.81,6.8,0,TRUE
7.86,1.94,0.73,7.56,0,TRUE
8.83,2.18,0.91,7.64,50,TRUE
6.6,18.53,0.83,7.68,50,FALSE
7.56,1.46,0.63,7.7,50,TRUE
7.36,3.01,0.55,6.88,0,TRUE
8.31,3.87,0.71,7.92,50,TRUE
8.4,3.95,0.92,6.79,50,TRUE
8.09,3.97,0.95,7.21,50,TRUE
7.39,3.68,0.89,7.26,25,TRUE
6.7,4.71,0.82,6.92,25,TRUE
8.13,1.97,0.69,7.5,0,TRUE
7.54,4.42,0.71,7.48,25,TRUE
7.74,3.49,0.7,6.92,0,TRUE
7.48,3.88,0.67,7.22,50,TRUE
7.88,2.86,0.67,7.83,50,TRUE
6.94,1.52,16.41,7.01,0,FALSE
7.73,4.49,0.63,7.46,25,TRUE
8.2,3.92,0.68,7.57,50,TRUE
6.79,1.96,0.54,7.29,25,TRUE
6.64,4.08,0.54,6.55,25,TRUE
8.26,1.47,0.92,7.51,0,TRUE
6.83,4.94,0.67,6.78,25,TRUE
7.44,1.94,0.95,7.65,50,TRUE
7.48,4.07,0.72,7.29,0,TRUE
8.2,2.23,0.53,6.76,50,TRUE
7.3,2.3,0.51,6.8,0,TRUE
7.62,2.08,0.55,6.94,50,TRUE
6.62,4.39,0.82,7.42,0,TRUE
7.51,2.13,0.91,6.59,25,FALSE
8.74,4.78,0.63,6.68,50,TRUE
8.32,4.77,0.62,7.42,50,TRUE
6.78,3.0,0.55,7.17,0,TRUE
7.62,1.46,0.9,7.57,25,TRUE
7.87,4.85,0.99,7.19,50,TRUE
7.18,3.0,0.64,7.76,0,TRUE
8.23,2.41,0.95,7.94,0,TRUE
6.83,1.84,0.98,6.74,25,TRUE
7.55,1.49,0.65,6.66,25,TRUE
7.02,4.17,0.84,7.59,25,TRUE
6.89,3.57,0.74,7.18,0,TRUE
6.37,1.07,0.95,7.25,25,TRUE
7.39,3.36,0.95,7.11,25,FALSE
7.6,2.88,0.81,7.95,50,TRUE
6.16,1.73,0.73,6.55,25,TRUE
8.17,3.6,0.55,7.86,0,TRUE
7.58,2.41,0.87,7.49,25,TRUE
7.13,4.2,0.55,6.6,0,TRUE
7.41,3.79,0.52,6.84,25,TRUE
7.92,3.91,0.85,7.51,0,TRUE
8.58,4.48,0.96,6.88,50,TRUE
6.7,2.31,0.92,7.85,25,TRUE
8.97,3.18,0.88,7.71,50,TRUE
6.63,4.98,0.88,7.04,25,TRUE
7.38,2.42,0.56,7.78,25,TRUE
6.7,1.27,14.49,6.71,0,FALSE
8.2,1.12,0.88,7.48,50,TRUE
7.01,4.45,0.78,7.2,25,TRUE
6.32,4.53,0.75,6.54,25,TRUE
7.3,1.75,0.63,7.85,25,TRUE
8.5,1.36,0.63,7.96,50,TRUE
7.71,4.9,0.67,6.72,25,TRUE
6.39,3.49,0.64,6.63,25,TRUE
8.38,1.1,0.71,7.15,0,TRUE
7.91,1.19,0.66,7.67,50,TRUE
7.36,1.04,0.95,6.98,50,TRUE
6.5,1.26,0.55,6.75,25,TRUE
8.86,2.62,0.92,7.21,50,TRUE
7.28,13.05,0.84,7.48,0,FALSE
6.54,2.58,0.58,7.1,0,TRUE
8.36,1.54,0.6,7.59,50,TRUE
6.55,2.62,0.58,7.35,0,TRUE
8.16,2.56,0.5,7.33,50,TRUE
7.23,4.84,0.86,6.53,50,TRUE
7.81,4.2,0.94,7.37,50,TRUE
7.37,3.18,0.62,7.15,50,TRUE
6.94,4.56,0.72,7.88,25,TRUE
8.28,4.11,0.59,7.48,0,TRUE
8.09,1.82,0.86,7.64,0,TRUE
7.66,4.56,0.72,7.31,25,TRUE
8.29,3.08,0.59,7.84,0,TRUE
6.82,1.7,0.88,6.95,50,FALSE
7.15,2.02,0.63,7.46,50,TRUE
6.51,2.97,0.61,7.73,25,TRUE
7.2,3.03,0.57,7.18,25,TRUE
8.63,2.05,0.71,7.19,50,TRUE
6.9,4.11,0.5,7.99,25,TRUE
7.96,4.66,0.99,6.98,0,TRUE
8.31,2.08,0.79,7.22,0,TRUE
7.47,4.91,0.52,7.27,0,TRUE
7.39,4.76,0.78,6.55,0,TRUE
8.25,3.35,0.57,6.87,0,TRUE
8.02,2.31,0.8,6.57,50,TRUE
7.14,2.96,0.53,7.79,25,TRUE
13.5,1.64,0.87,6.81,25,FALSE
7.79,3.18,0.63,6.56,25,TRUE
8.21,1.83,0.55,7.67,0,TRUE
8.04,2.72,0.6,6.76,25,TRUE
7.71,3.94,0.78,7.39,0,TRUE
7.31,2.11,0.89,6.63,0,TRUE
6.23,3.47,0.83,6.73,25,TRUE
6.99,4.72,0.91,6.91,50,TRUE
7.85,3.4,0.65,7.55,50,TRUE
7.99,1.62,0.95,7.42,25,TRUE
6.76,1.67,0.77,7.04,25,TRUE
8.77,4.82,0.69,7.76,50,TRUE
6.55,2.7,0.99,7.02,25,TRUE
7.47,4.74,0.51,7.08,50,FALSE
7.45,3.97,0.65,7.7,25,TRUE
7.66,4.57,0.5,6.81,50,TRUE
7.1,3.02,0.74,6.81,0,TRUE
7.9,3.48,0.88,6.85,0,TRUE
7.13,4.93,0.97,7.28,50,TRUE
7.47,4.02,0.86,6.81,25,TRUE
7.2,2.9,0.52,7.79,50,TRUE
7.57,2.96,0.87,6.86,50,TRUE
8.45,2.55,0.82,7.69,50,TRUE
7.3,3.5,0.56,7.19,25,TRUE
6.59,2.27,0.83,6.6,0,TRUE
6.99,4.59,0.89,6.69,0,TRUE
7.47,16.95,0.53,6.9,0,FALSE
7.85,1.8,0.9,6.76,0,TRUE
8.47,2.17,0.75,7.37,0,TRUE
8.16,4.81,0.51,7.3,0,TRUE
6.15,2.92,0.98,7.71,25,TRUE
8.18,2.73,0.97,7.37,0,TRUE
6.35,1.91,0.91,6.63,25,TRUE
7.04,2.53,0.76,6.75,0,TRUE
8.76,4.07,0.6,6.74,50,TRUE
6.63,4.47,0.81,7.21,25,TRUE
7.66,4.15,0.88,7.63,0,TRUE
8.52,3.58,0.79,7.19,50,TRUE
8.43,2.58,0.99,7.33,50,TRUE
9.99,2.27,0.51,6.53,0,FALSE
7.43,1.77,0.59,6.86,0,TRUE
7.97,1.74,0.95,6.98,25,TRUE
8.13,3.81,0.6,6.87,0,TRUE
7.66,2.88,0.65,7.52,50,TRUE
7.69,2.86,0.72,6.94,0,TRUE
7.28,1.42,0.68,7.33,50,TRUE
8.04,4.84,0.88,6.95,50,TRUE
7.12,3.26,0.54,6.78,25,TRUE
7.1,3.96,0.51,6.91,25,TRUE
8.41,3.17,0.6,7.54,50,TRUE
7.75,3.42,0.55,7.12,50,TRUE
7.11,4.13,0.79,7.68,25,TRUE
9.79,4.7,0.85,6.89,0,FALSE
6.44,2.39,0.96,6.56,25,TRUE
8.78,2.45,0.99,7.81,50,TRUE
6.63,3.6,0.78,7.4,25,TRUE
7.51,1.23,0.99,7.23,25,TRUE
8.91,3.56,0.6,7.8,50,TRUE
7.78,3.89,0.64,6.98,0,TRUE
7.55,4.61,0.9,7.82,25,TRUE
8.44,2.61,0.95,7.71,0,TRUE
6.37,2.98,0.95,6.7,25,TRUE
7.6,2.8,0.88,7.26,0,TRUE
7.98,4.74,0.91,7.57,25,TRUE
7.31,3.04,0.89,7.15,0,TRUE
6.67,4.95,0.98,6.94,25,FALSE
8.08,3.14,0.59,7.82,25,TRUE
7.71,3.47,0.74,7.58,25,TRUE
8.13,2.36,0.88,6.7,50,TRUE
7.34,1.52,0.84,7.36,50,TRUE
8.12,4.92,0.61,7.95,0,TRUE
7.89,3.06,0.57,7.37,25,TRUE
7.37,2.98,0.84,7.26,50,TRUE
7.0,1.03,0.71,6.54,0,TRUE
6.6,2.24,0.52,7.98,25,TRUE
8.67,4.05,0.72,7.22,50,TRUE
7.3,4.11,0.59,7.26,50,TRUE
7.53,2.52,0.82,6.66,25,TRUE
11.61,2.82,0.81,7.43,50,FALSE
6.99,2.28,0.79,7.46,25,TRUE
6.51,2.02,0.92,7.3,0,TRUE
7.63,1.41,0.6,6.51,0,TRUE
8.09,2.19,0.84,6.92,50,TRUE
7.05,3.39,0.9,7.3,25,TRUE
8.12,4.91,0.61,6.84,50,TRUE
6.73,1.34,0.56,7.45,25,TRUE
8.19,1.64,0.85,7.02,50,TRUE
8.11,4.55,0.72,7.99,50,TRUE
7.63,1.56,0.9,7.56,0,TRUE
8.58,3.47,0.72,7.72,50,TRUE
8.6,1.07,0.57,7.22,50,TRUE
7.85,2.94,0.54,7.97,50,FALSE
7.61,4.49,0.93,7.56,0,TRUE
6.76,1.47,0.91,7.07,0,TRUE
6.17,2.11,0.84,7.93,25,TRUE
8.56,4.54,0.65,6.91,50,TRUE
7.22,1.04,0.9,7.7,25,TRUE
8.4,1.21,1.0,7.13,0,TRUE
8.0,2.71,0.71,7.35,0,TRUE
7.0,1.54,0.71,7.14,0,TRUE
7.98,3.67,0.65,6.52,50,TRUE
6.3,3.85,0.85,7.07,25,TRUE
7.09,3.15,0.64,7.67,25,TRUE
8.02,3.4,0.56,7.49,50,TRUE
6.5,1.82,0.62,6.74,0,FALSE
7.43,3.07,0.65,7.23,0,TRUE
6.76,1.11,0.72,7.6,25,TRUE
7.46,1.15,0.9,6.97,25,TRUE
6.26,4.49,0.93,7.91,25,TRUE
7.47,4.04,0.73,7.48,25,TRUE
7.51,3.73,0.98,6.75,0,TRUE
7.92,4.3,0.76,7.5,0,TRUE
6.7,3.73,0.91,6.98,25,TRUE
7.78,3.86,0.86,7.07,25,TRUE
8.09,2.38,0.82,7.29,50,TRUE
6.11,2.92,0.76,6.92,25,TRUE
7.15,4.94,0.7,6.71,50,TRUE
6.86,3.2,12.14,7.46,0,FALSE
7.65,2.77,0.92,7.96,25,TRUE
6.18,1.72,0.54,6.56,25,TRUE
7.26,4.26,0.92,6.72,25,TRUE
7.84,1.76,0.53,7.33,25,TRUE
7.64,1.87,0.79,7.43,50,TRUE
7.83,4.29,0.91,7.49,50,TRUE
6.65,4.28,0.79,6.78,0,TRUE
7.95,4.61,0.67,6.61,50,TRUE
7.27,2.72,0.73,6.52,0,TRUE
6.85,3.17,0.66,7.36,0,TRUE
6.69,4.87,0.8,6.59,25,TRUE
7.45,4.8,0.75,6.97,0,TRUE
7.49,2.18,15.5,7.36,50,FALSE
7.16,1.52,0.93,7.44,50,TRUE
7.94,3.06,0.74,6.51,0,TRUE
6.59,1.98,0.88,7.66,25,TRUE
7.14,1.37,0.87,7.22,50,TRUE
7.84,4.46,0.75,7.68,0,TRUE
6.74,3.1,0.74,7.84,0,TRUE
7.64,4.25,0.8,6.73,25,TRUE
7.78,1.27,0.81,6.53,50,TRUE
6.11,3.59,0.99,6.77,25,TRUE
7.95,2.55,0.87,7.27,50,TRUE
7.6,4.52,0.5,7.96,25,TRUE
6.78,4.59,0.92,6.96,25,TRUE
7.01,17.73,0.83,6.62,50,FALSE
8.96,4.63,0.55,6.81,50,TRUE
7.46,2.3,0.62,7.39,0,TRUE
7.38,3.62,0.62,7.02,50,TRUE
6.5,1.01,0.59,6.67,25,TRUE
6.34,1.36,1.0,7.54,25,TRUE
6.23,2.98,0.88,6.95,25,TRUE
7.26,2.45,0.74,6.65,50,TRUE
7.24,4.98,0.81,6.9,25,TRUE
8.5,4.43,0.7,7.6,0,TRUE
7.19,3.1,0.54,7.15,0,TRUE
6.62,2.28,0.62,6.54,0,TRUE
6.86,1.84,0.96,7.39,0,TRUE
9.55,3.08,0.54,6.62,25,FALSE
7.87,3.41,0.98,7.51,25,TRUE
8.09,1.66,0.77,7.3,50,TRUE
7.94,3.05,0.96,6.85,25,TRUE
8.47,1.6,0.74,6.91,0,TRUE
6.8,4.19,0.89,6.78,25,TRUE
7.8,3.0,0.72,7.13,50,TRUE
7.3,1.18,0.9,7.68,25,TRUE
6.96,1.63,1.0,7.51,25,TRUE
7.85,3.56,0.62,6.8,0,TRUE
8.02,3.36,0.98,6.74,25,TRUE
7.85,4.61,0.75,7.91,25,TRUE
6.14,1.79,0.98,7.72,25,TRUE
6.72,4.23,0.9,7.84,25,FALSE
8.37,3.28,0.82,7.99,50,TRUE
7.23,4.23,0.91,7.05,0,TRUE
7.44,2.89,0.73,7.17,25,TRUE
8.09,1.11,0.69,6.6,50,TRUE
7.07,4.77,0.56,6.86,50,TRUE
8.08,1.12,0.66,6.79,25,TRUE
6.44,4.27,0.69,7.57,25,TRUE
7.36,4.77,0.69,6.79,0,TRUE
8.33,4.24,0.63,7.99,50,TRUE
6.92,1.29,0.92,7.48,0,TRUE
8.72,3.54,0.51,7.1,50,TRUE
7.07,2.87,0.64,7.6,50,TRUE
7.97,3.34,7.9,7.52,25,FALSE
6.59,1.85,0.64,7.08,0,TRUE
8.82,3.22,0.72,7.86,50,TRUE
7.55,4.05,0.66,7.04,0,TRUE
7.03,2.08,0.58,6.91,0,TRUE
7.86,1.84,0.85,7.48,0,TRUE
7.32,4.43,0.72,7.75,25,TRUE
6.25,3.61,0.53,6.93,25,TRUE
8.75,4.53,0.72,7.02,50,TRUE
8.43,3.3,0.77,7.8,50,TRUE
7.15,4.26,0.67,7.46,50,TRUE
6.14,3.8,0.66,7.22,25,TRUE
7.07,3.57,0.85,7.88,0,TRUE
6.59,4.87,0.55,18.29,25,FALSE
7.85,3.77,0.68,7.33,50,TRUE
7.28,3.08,0.56,7.39,25,TRUE
7.92,1.22,0.97,7.47,50,TRUE
7.44,4.48,0.92,7.3,50,TRUE
8.01,1.39,0.77,7.63,0,TRUE
8.18,1.05,0.77,6.85,0,TRUE
7.17,4.08,0.98,7.33,25,TRUE
7.34,2.1,0.82,6.96,50,TRUE
6.53,4.2,0.53,6.83,0,TRUE
8.6,4.94,0.98,6.73,50,TRUE
6.64,4.19,0.91,7.96,0,TRUE
8.07,3.91,0.79,7.19,25,TRUE
7.04,1.14,0.67,9.43,50,FALSE
7.11,4.78,0.79,7.71,25,TRUE
6.25,4.0,0.86,7.07,25,TRUE
7.75,4.86,0.85,6.55,0,TRUE
6.58,1.29,0.9,6.74,0,TRUE
8.06,3.48,0.59,7.71,50,TRUE
7.01,2.11,0.75,6.7,50,TRUE
8.09,3.25,0.51,7.02,0,TRUE
8.37,4.21,0.79,7.6,0,TRUE
6.46,3.7,0.83,7.51,25,TRUE
7.51,1.66,0.55,7.78,25,TRUE
6.5,3.33,0.65,6.86,25,TRUE
7.43,4.4,0.56,7.63,25,TRUE
13.77,1.86,0.75,6.6,50,FALSE
7.87,2.62,0.58,7.82,25,TRUE
7.88,2.18,0.83,7.03,50,TRUE
8.07,4.05,0.96,7.2,50,TRUE
8.77,2.94,0.76,6.77,50,TRUE
6.11,3.5,0.7,7.48,25,TRUE
8.57,2.1,0.82,6.95,50,TRUE
7.03,1.64,0.7,6.53,25,TRUE
8.4,4.25,0.8,7.98,0,TRUE
6.57,4.84,0.59,7.99,0,TRUE
8.86,2.87,0.85,7.56,50,TRUE
7.45,1.97,0.86,6.54,25,TRUE
8.55,1.62,0.58,6.86,50,TRUE
11.41,3.66,0.77,7.31,25,FALSE
7.3,2.92,0.54,7.24,25,TRUE
6.71,4.32,0.94,6.92,0,TRUE
7.4,3.65,0.71,7.92,25,TRUE
7.58,4.44,0.68,7.28,25,TRUE
6.92,4.29,0.95,7.24,0,TRUE
7.54,1.01,0.93,7.64,0,TRUE
6.73,2.05,0.99,7.98,0,TRUE
8.2,3.73,0.64,6.96,0,TRUE
8.01,4.39,0.82,7.81,0,TRUE
7.5,3.94,0.54,7.73,50,TRUE
7.22,4.88,0.95,6.67,25,TRUE
7.57,2.41,0.64,7.12,0,TRUE
12.51,3.27,0.89,7.99,50,FALSE
6.93,2.61,0.57,7.19,0,TRUE
8.2,2.84,0.64,7.21,0,TRUE
7.99,3.52,0.79,7.94,50,TRUE
6.74,3.32,0.94,7.97,0,TRUE
7.11,2.7,0.79,6.61,25,TRUE
8.97,1.89,1.0,6.99,50,TRUE
6.12,1.99,0.52,7.91,25,TRUE
7.82,2.62,0.83,7.29,50,TRUE
7.28,4.4,0.71,7.93,50,TRUE
8.16,3.32,0.83,7.86,0,TRUE
7.45,2.01,0.56,7.02,50,TRUE
7.57,1.34,0.64,6.94,0,TRUE
7.36,3.04,0.53,6.91,50,FALSE
8.45,4.07,0.92,6.57,0,TRUE
7.3,3.99,0.71,7.73,0,TRUE
8.47,1.12,0.58,7.43,50,TRUE
8.27,1.6,0.65,7.69,0,TRUE
7.74,3.79,0.72,7.69,25,TRUE
7.86,4.36,0.51,6.66,0,TRUE
8.01,2.59,0.78,7.19,50,TRUE
8.08,3.62,0.67,6.84,25,TRUE
7.1,2.39,0.52,7.47,0,TRUE
6.88,3.09,0.51,7.69,25,TRUE
7.19,4.73,0.95,6.79,0,TRUE
8.16,1.14,0.98,7.5,50,TRUE
7.81,14.73,0.7,7.3,0,FALSE
8.39,1.62,0.78,7.06,0,TRUE
7.69,1.16,0.88,6.7,25,TRUE
8.19,2.89,0.69,6.99,50,TRUE
6.39,3.3,0.57,6.57,25,TRUE
8.15,4.04,0.57,7.19,50,TRUE
8.39,4.97,0.53,7.34,0,TRUE
7.33,4.3,0.53,6.64,50,TRUE
6.31,1.54,0.78,7.46,25,TRUE
8.06,3.5,0.92,7.46,50,TRUE
7.0,1.77,0.64,7.1,0,TRUE
7.36,3.3,0.64,7.67,25,TRUE
6.89,3.54,0.6,7.89,0,TRUE
7.33,4.46,0.68,6.74,25,FALSE
8.8,1.36,0.8,7.18,50,TRUE
6.6,4.42,0.71,7.32,25,TRUE
6.84,3.13,0.7,7.12,0,TRUE
8.05,4.24,0.73,7.36,0,TRUE
7.09,4.3,0.95,7.31,25,TRUE
8.25,3.38,0.76,6.53,0,TRUE
7.37,2.83,0.79,7.24,50,TRUE
8.62,2.91,0.5,6.57,50,TRUE
7.65,1.14,0.51,7.86,25,TRUE
7.09,4.72,0.52,6.8,0,TRUE
8.05,3.43,0.84,7.55,0,TRUE
7.77,3.14,0.6,7.52,0,TRUE
6.6,3.78,0.78,7.26,0,FALSE
8.36,1.9,0.78,6.83,50,TRUE
7.44,2.8,0.96,7.87,25,TRUE
7.68,4.99,0.94,7.13,50,TRUE
6.92,2.6,0.69,7.41,0,TRUE
7.82,3.39,0.86,6.74,50,TRUE
8.84,3.34,0.62,7.98,50,TRUE
8.8,2.59,0.92,6.52,50,TRUE
7.36,1.85,0.77,7.3,50,TRUE
7.35,1.18,0.62,7.07,25,TRUE
8.45,1.69,0.5,7.26,0,TRUE
8.72,1.01,0.63,7.05,50,TRUE
6.54,1.13,0.54,7.43,0,TRUE
6.97,1.21,7.9,7.34,25,FALSE
6.51,1.07,0.95,7.34,0,TRUE
6.84,1.6,0.99,7.25,25,TRUE
7.0,2.94,0.99,7.34,25,TRUE
8.22,1.97,0.83,7.66,50,TRUE
8.61,1.98,0.95,7.58,50,TRUE
7.95,2.13,0.74,7.91,50,TRUE
7.57,2.62,0.85,7.84,0,TRUE
7.75,1.98,0.97,7.48,50,TRUE
7.88,3.78,0.6,6.9,25,TRUE
7.92,3.86,0.58,6.86,25,TRUE
8.74,4.81,0.62,7.56,50,TRUE
7.3,2.45,0.86,7.37,25,TRUE
6.82,1.86,0.95,7.75,25,FALSE
7.22,1.23,0.51,7.94,50,TRUE
7.69,2.06,0.55,6.85,50,TRUE
8.83,2.09,0.7,6.9,50,TRUE
8.07,3.91,0.88,6.96,0,TRUE
7.61,2.5,0.92,7.9,50,TRUE
6.94,1.03,0.79,7.06,0,TRUE
8.38,4.84,0.5,6.76,0,TRUE
6.4,4.04,0.87,7.25,25,TRUE
7.7,3.99,0.84,7.94,50,TRUE
8.73,4.56,0.9,7.57,50,TRUE
7.13,4.29,0.68,7.42,25,TRUE
8.39,4.9,0.89,7.24,0,TRUE
7.94,1.37,0.68,7.55,50,FALSE
7.3,1.96,0.65,7.21,25,TRUE
8.09,4.32,0.74,6.95,25,TRUE
6.27,3.79,0.72,7.15,25,TRUE
8.38,4.55,0.72,7.42,0,TRUE
7.35,3.39,0.52,7.11,0,TRUE
7.23,1.51,0.54,6.95,50,TRUE
7.27,2.02,0.88,7.45,50,TRUE
6.43,4.89,0.51,7.77,25,TRUE
7.69,1.2,0.6,7.31,0,TRUE
8.16,1.28,0.77,7.53,0,TRUE
7.72,4.3,0.84,7.06,50,TRUE
7.92,2.8,0.85,6.82,50,TRUE
6.88,4.65,0.82,11.23,0,FALSE
7.11,2.86,0.56,6.97,25,TRUE
6.9,2.45,0.95,7.37,25,TRUE
7.87,1.81,0.63,7.87,0,TRUE
8.94,3.4,0.5,7.18,50,TRUE
7.08,1.09,0.72,7.83,0,TRUE
7.12,1.71,0.59,7.37,25,TRUE
7.1,3.29,0.59,6.66,0,TRUE
7.31,3.77,0.87,6.71,50,TRUE
7.62,4.44,0.54,6.68,25,TRUE
6.67,1.45,0.74,7.52,0,TRUE
7.26,2.49,0.85,7.02,25,TRUE
7.32,4.48,0.66,6.52,25,TRUE
7.88,4.42,3.02,7.19,25,FALSE
6.72,1.14,0.85,7.41,0,TRUE
7.28,2.74,0.59,7.01,25,TRUE
6.19,4.01,0.74,7.28,25,TRUE
8.63,4.92,0.56,7.33,50,TRUE
8.13,4.69,0.88,6.78,0,TRUE
7.73,4.35,0.61,7.5,50,TRUE
8.33,2.14,0.87,6.72,50,TRUE
7.91,2.2,0.59,6.94,25,TRUE
7.98,1.47,0.56,7.55,50,TRUE
6.65,2.06,0.71,6.67,0,TRUE
6.16,4.56,0.6,6.98,25,TRUE
8.58,1.59,0.87,7.07,50,TRUE
7.27,2.27,0.53,18.38,25,FALSE
7.64,3.94,0.71,7.08,0,TRUE
6.83,2.6,0.73,7.94,25,TRUE
6.33,4.58,0.9,7.16,25,TRUE
7.13,3.56,0.85,7.59,25,TRUE
8.93,1.17,0.77,7.18,50,TRUE
7.75,1.61,0.79,6.6,0,TRUE
7.04,2.27,0.88,7.58,0,TRUE
7.55,1.88,0.69,6.97,25,TRUE
7.61,2.26,0.81,7.92,0,TRUE
7.96,2.12,0.53,7.91,25,TRUE
6.86,2.87,0.54,7.75,25,TRUE
6.12,3.89,0.87,7.94,25,TRUE
7.43,3.03,14.75,6.55,0,FALSE
7.89,2.4,0.64,6.63,50,TRUE
8.87,1.79,0.8,7.96,50,TRUE
7.2,4.25,0.75,7.3,25,TRUE
7.35,4.27,0.55,7.95,0,TRUE
6.38,3.41,0.9,7.46,25,TRUE
7.47,1.88,0.62,6.56,25,TRUE
7.7,2.99,0.6,7.94,0,TRUE
8.11,2.26,0.95,7.06,0,TRUE
